Primary.Site,Case.ID,tissue
Breast,TCGA-A1-A0SN-01A,Breast
Breast,TCGA-A1-A0SO-01A,Breast
Breast,TCGA-A1-A0SP-01A,Breast
Breast,TCGA-A1-A0SQ-01A,Breast
Breast,TCGA-A2-A04N-01A,Breast
Breast,TCGA-A2-A04P-01A,Breast
Breast,TCGA-A2-A04Q-01A,Breast
Breast,TCGA-A2-A04R-01A,Breast
Breast,TCGA-A2-A04T-01A,Breast
Breast,TCGA-A2-A04U-01A,Breast
Breast,TCGA-A2-A04V-01A,Breast
Breast,TCGA-A2-A04W-01A,Breast
Breast,TCGA-A2-A04X-01A,Breast
Breast,TCGA-A2-A04Y-01A,Breast
Breast,TCGA-A2-A0CK-01A,Breast
Breast,TCGA-A2-A0CL-01A,Breast
Breast,TCGA-A2-A0CM-01A,Breast
Breast,TCGA-A2-A0CO-01A,Breast
Breast,TCGA-A2-A0CP-01A,Breast
Breast,TCGA-A2-A0CQ-01A,Breast
Breast,TCGA-A2-A0CR-01A,Breast
Breast,TCGA-A2-A0CS-01A,Breast
Breast,TCGA-A2-A0CT-01A,Breast
Breast,TCGA-A2-A0CU-01A,Breast
Breast,TCGA-A2-A0CV-01A,Breast
Breast,TCGA-A2-A0CW-01A,Breast
Breast,TCGA-A2-A0CY-01A,Breast
Breast,TCGA-A2-A0CZ-01A,Breast
Breast,TCGA-A2-A0D0-01A,Breast
Breast,TCGA-A2-A0D1-01A,Breast
Breast,TCGA-A2-A0D2-01A,Breast
Breast,TCGA-A2-A0D3-01A,Breast
Breast,TCGA-A2-A0D4-01A,Breast
Breast,TCGA-A2-A0EM-01A,Breast
Breast,TCGA-A2-A0EN-01A,Breast
Breast,TCGA-A2-A0EO-01A,Breast
Breast,TCGA-A2-A0EP-01A,Breast
Breast,TCGA-A2-A0EQ-01A,Breast
Breast,TCGA-A2-A0ER-01A,Breast
Breast,TCGA-A2-A0ES-01A,Breast
Breast,TCGA-A2-A0ET-01A,Breast
Breast,TCGA-A2-A0EU-01A,Breast
Breast,TCGA-A2-A0EV-01A,Breast
Breast,TCGA-A2-A0EW-01A,Breast
Breast,TCGA-A2-A0EX-01A,Breast
Breast,TCGA-A2-A0EY-01A,Breast
Breast,TCGA-A2-A0ST-01A,Breast
Breast,TCGA-A2-A0SU-01A,Breast
Breast,TCGA-A2-A0SV-01A,Breast
Breast,TCGA-A2-A0SW-01A,Breast
Breast,TCGA-A2-A0SX-01A,Breast
Breast,TCGA-A2-A0SY-01A,Breast
Breast,TCGA-A2-A0T0-01A,Breast
Breast,TCGA-A2-A0T1-01A,Breast
Breast,TCGA-A2-A0T2-01A,Breast
Breast,TCGA-A2-A0T3-01A,Breast
Breast,TCGA-A2-A0T4-01A,Breast
Breast,TCGA-A2-A0T5-01A,Breast
Breast,TCGA-A2-A0T6-01A,Breast
Breast,TCGA-A2-A0T7-01A,Breast
Breast,TCGA-A2-A0YC-01A,Breast
Breast,TCGA-A2-A0YD-01A,Breast
Breast,TCGA-A2-A0YF-01A,Breast
Breast,TCGA-A2-A0YG-01A,Breast
Breast,TCGA-A2-A0YH-01A,Breast
Breast,TCGA-A2-A0YI-01A,Breast
Breast,TCGA-A2-A0YK-01A,Breast
Breast,TCGA-A2-A0YL-01A,Breast
Breast,TCGA-A2-A0YM-01A,Breast
Breast,TCGA-A2-A0YT-01A,Breast
Breast,TCGA-A2-A1FV-01A,Breast
Breast,TCGA-A2-A1FW-01A,Breast
Breast,TCGA-A2-A1FX-01A,Breast
Breast,TCGA-A2-A1FZ-01A,Breast
Breast,TCGA-A2-A1G0-01A,Breast
Breast,TCGA-A2-A1G1-01A,Breast
Breast,TCGA-A2-A1G4-01A,Breast
Breast,TCGA-A2-A1G6-01A,Breast
Breast,TCGA-A2-A259-01A,Breast
Breast,TCGA-A2-A25A-01A,Breast
Breast,TCGA-A2-A25B-01A,Breast
Breast,TCGA-A2-A25C-01A,Breast
Breast,TCGA-A2-A25D-01A,Breast
Breast,TCGA-A2-A25E-01A,Breast
Breast,TCGA-A2-A25F-01A,Breast
Breast,TCGA-A2-A3KC-01A,Breast
Breast,TCGA-A2-A3KD-01A,Breast
Breast,TCGA-A2-A3XS-01A,Breast
Breast,TCGA-A2-A3XT-01A,Breast
Breast,TCGA-A2-A3XU-01A,Breast
Breast,TCGA-A2-A3XV-01A,Breast
Breast,TCGA-A2-A3XW-01A,Breast
Breast,TCGA-A2-A3XX-01A,Breast
Breast,TCGA-A2-A3XY-01A,Breast
Breast,TCGA-A2-A3XZ-01A,Breast
Breast,TCGA-A2-A3Y0-01A,Breast
Breast,TCGA-A2-A4RW-01A,Breast
Breast,TCGA-A2-A4RX-01A,Breast
Breast,TCGA-A2-A4RY-01A,Breast
Breast,TCGA-A2-A4S0-01A,Breast
Breast,TCGA-A2-A4S1-01A,Breast
Breast,TCGA-A2-A4S2-01A,Breast
Breast,TCGA-A2-A4S3-01A,Breast
Breast,TCGA-A7-A0CD-01A,Breast
Breast,TCGA-A7-A0CE-01A,Breast
Breast,TCGA-A7-A0CE-11A,Breast
Breast,TCGA-A7-A0CG-01A,Breast
Breast,TCGA-A7-A0CH-01A,Breast
Breast,TCGA-A7-A0CJ-01A,Breast
Breast,TCGA-A7-A0D9-01A,Breast
Breast,TCGA-A7-A0D9-11A,Breast
Breast,TCGA-A7-A0DA-01A,Breast
Breast,TCGA-A7-A0DB-01C,Breast
Breast,TCGA-A7-A0DB-11A,Breast
Breast,TCGA-A7-A0DC-01A,Breast
Breast,TCGA-A7-A0DC-01B,Breast
Breast,TCGA-A7-A0DC-11A,Breast
Breast,TCGA-A7-A13D-01B,Breast
Breast,TCGA-A7-A13E-01B,Breast
Breast,TCGA-A7-A13E-11A,Breast
Breast,TCGA-A7-A13F-01A,Breast
Breast,TCGA-A7-A13F-11A,Breast
Breast,TCGA-A7-A13G-01B,Breast
Breast,TCGA-A7-A13G-11A,Breast
Breast,TCGA-A7-A13H-01A,Breast
Breast,TCGA-A7-A26E-01B,Breast
Breast,TCGA-A7-A26F-01B,Breast
Breast,TCGA-A7-A26G-01A,Breast
Breast,TCGA-A7-A26H-01A,Breast
Breast,TCGA-A7-A26I-01B,Breast
Breast,TCGA-A7-A26J-01B,Breast
Breast,TCGA-A7-A2KD-01A,Breast
Breast,TCGA-A7-A3IY-01A,Breast
Breast,TCGA-A7-A3IZ-01A,Breast
Breast,TCGA-A7-A3J0-01A,Breast
Breast,TCGA-A7-A3J1-01A,Breast
Breast,TCGA-A7-A3RF-01A,Breast
Breast,TCGA-A7-A425-01A,Breast
Breast,TCGA-A7-A426-01A,Breast
Breast,TCGA-A7-A4SA-01A,Breast
Breast,TCGA-A7-A4SB-01A,Breast
Breast,TCGA-A7-A4SC-01A,Breast
Breast,TCGA-A7-A4SD-01A,Breast
Breast,TCGA-A7-A4SE-01A,Breast
Breast,TCGA-A7-A4SF-01A,Breast
Breast,TCGA-A7-A56D-01A,Breast
Breast,TCGA-A7-A5ZV-01A,Breast
Breast,TCGA-A7-A5ZW-01A,Breast
Breast,TCGA-A7-A5ZX-01A,Breast
Breast,TCGA-A7-A6VV-01A,Breast
Breast,TCGA-A7-A6VW-01A,Breast
Breast,TCGA-A7-A6VX-01A,Breast
Breast,TCGA-A7-A6VY-01A,Breast
Breast,TCGA-A8-A06N-01A,Breast
Breast,TCGA-A8-A06O-01A,Breast
Breast,TCGA-A8-A06P-01A,Breast
Breast,TCGA-A8-A06Q-01A,Breast
Breast,TCGA-A8-A06R-01A,Breast
Breast,TCGA-A8-A06T-01A,Breast
Breast,TCGA-A8-A06U-01A,Breast
Breast,TCGA-A8-A06Y-01A,Breast
Breast,TCGA-A8-A06Z-01A,Breast
Breast,TCGA-A8-A075-01A,Breast
Breast,TCGA-A8-A076-01A,Breast
Breast,TCGA-A8-A079-01A,Breast
Breast,TCGA-A8-A07B-01A,Breast
Breast,TCGA-A8-A07C-01A,Breast
Breast,TCGA-A8-A07E-01A,Breast
Breast,TCGA-A8-A07F-01A,Breast
Breast,TCGA-A8-A07G-01A,Breast
Breast,TCGA-A8-A07I-01A,Breast
Breast,TCGA-A8-A07J-01A,Breast
Breast,TCGA-A8-A07L-01A,Breast
Breast,TCGA-A8-A07O-01A,Breast
Breast,TCGA-A8-A07P-01A,Breast
Breast,TCGA-A8-A07R-01A,Breast
Breast,TCGA-A8-A07S-01A,Breast
Breast,TCGA-A8-A07U-01A,Breast
Breast,TCGA-A8-A07W-01A,Breast
Breast,TCGA-A8-A07Z-01A,Breast
Breast,TCGA-A8-A081-01A,Breast
Breast,TCGA-A8-A082-01A,Breast
Breast,TCGA-A8-A083-01A,Breast
Breast,TCGA-A8-A084-01A,Breast
Breast,TCGA-A8-A085-01A,Breast
Breast,TCGA-A8-A086-01A,Breast
Breast,TCGA-A8-A08A-01A,Breast
Breast,TCGA-A8-A08B-01A,Breast
Breast,TCGA-A8-A08G-01A,Breast
Breast,TCGA-A8-A08H-01A,Breast
Breast,TCGA-A8-A08I-01A,Breast
Breast,TCGA-A8-A08J-01A,Breast
Breast,TCGA-A8-A08L-01A,Breast
Breast,TCGA-A8-A08O-01A,Breast
Breast,TCGA-A8-A08R-01A,Breast
Breast,TCGA-A8-A08S-01A,Breast
Breast,TCGA-A8-A08T-01A,Breast
Breast,TCGA-A8-A08X-01A,Breast
Breast,TCGA-A8-A08Z-01A,Breast
Breast,TCGA-A8-A090-01A,Breast
Breast,TCGA-A8-A091-01A,Breast
Breast,TCGA-A8-A092-01A,Breast
Breast,TCGA-A8-A093-01A,Breast
Breast,TCGA-A8-A094-01A,Breast
Breast,TCGA-A8-A095-01A,Breast
Breast,TCGA-A8-A096-01A,Breast
Breast,TCGA-A8-A097-01A,Breast
Breast,TCGA-A8-A099-01A,Breast
Breast,TCGA-A8-A09A-01A,Breast
Breast,TCGA-A8-A09B-01A,Breast
Breast,TCGA-A8-A09D-01A,Breast
Breast,TCGA-A8-A09E-01A,Breast
Breast,TCGA-A8-A09G-01A,Breast
Breast,TCGA-A8-A09I-01A,Breast
Breast,TCGA-A8-A09K-01A,Breast
Breast,TCGA-A8-A09M-01A,Breast
Breast,TCGA-A8-A09N-01A,Breast
Breast,TCGA-A8-A09Q-01A,Breast
Breast,TCGA-A8-A09R-01A,Breast
Breast,TCGA-A8-A09T-01A,Breast
Breast,TCGA-A8-A09X-01A,Breast
Breast,TCGA-A8-A09Z-01A,Breast
Breast,TCGA-A8-A0A1-01A,Breast
Breast,TCGA-A8-A0A2-01A,Breast
Breast,TCGA-A8-A0A4-01A,Breast
Breast,TCGA-A8-A0A6-01A,Breast
Breast,TCGA-A8-A0A7-01A,Breast
Breast,TCGA-A8-A0A9-01A,Breast
Breast,TCGA-A8-A0AB-01A,Breast
Breast,TCGA-A8-A0AD-01A,Breast
Breast,TCGA-AC-A23C-01A,Breast
Breast,TCGA-AC-A23E-01A,Breast
Breast,TCGA-AC-A23G-01A,Breast
Breast,TCGA-AC-A23H-01A,Breast
Breast,TCGA-AC-A23H-11A,Breast
Breast,TCGA-AC-A2B8-01A,Breast
Breast,TCGA-AC-A2BK-01A,Breast
Breast,TCGA-AC-A2BM-01A,Breast
Breast,TCGA-AC-A2FB-01A,Breast
Breast,TCGA-AC-A2FB-11A,Breast
Breast,TCGA-AC-A2FE-01A,Breast
Breast,TCGA-AC-A2FF-01A,Breast
Breast,TCGA-AC-A2FG-01A,Breast
Breast,TCGA-AC-A2FK-01A,Breast
Breast,TCGA-AC-A2FM-01A,Breast
Breast,TCGA-AC-A2FM-11B,Breast
Breast,TCGA-AC-A2FO-01A,Breast
Breast,TCGA-AC-A2QH-01B,Breast
Breast,TCGA-AC-A2QI-01A,Breast
Breast,TCGA-AC-A2QJ-01A,Breast
Breast,TCGA-AC-A3BB-01A,Breast
Breast,TCGA-AC-A3EH-01A,Breast
Breast,TCGA-AC-A3HN-01A,Breast
Breast,TCGA-AC-A3OD-01B,Breast
Breast,TCGA-AC-A3QP-01A,Breast
Breast,TCGA-AC-A3QQ-01B,Breast
Breast,TCGA-AC-A3TM-01A,Breast
Breast,TCGA-AC-A3TN-01A,Breast
Breast,TCGA-AC-A3W5-01A,Breast
Breast,TCGA-AC-A3W6-01A,Breast
Breast,TCGA-AC-A3W7-01A,Breast
Breast,TCGA-AC-A3YI-01A,Breast
Breast,TCGA-AC-A3YJ-01A,Breast
Breast,TCGA-AC-A4ZE-01A,Breast
Breast,TCGA-AC-A5EH-01A,Breast
Breast,TCGA-AC-A5XS-01A,Breast
Breast,TCGA-AC-A5XU-01A,Breast
Breast,TCGA-AC-A62V-01A,Breast
Breast,TCGA-AC-A62X-01A,Breast
Breast,TCGA-AC-A62Y-01A,Breast
Breast,TCGA-AC-A6IV-01A,Breast
Breast,TCGA-AC-A6IW-01A,Breast
Breast,TCGA-AC-A6IX-01A,Breast
Breast,TCGA-AC-A6IX-06A,Breast
Breast,TCGA-AC-A6NO-01A,Breast
Breast,TCGA-AC-A7VB-01A,Breast
Breast,TCGA-AC-A7VC-01A,Breast
Breast,TCGA-AC-A8OP-01A,Breast
Breast,TCGA-AC-A8OQ-01A,Breast
Breast,TCGA-AC-A8OR-01A,Breast
Breast,TCGA-AC-A8OS-01A,Breast
Breast,TCGA-AN-A03X-01A,Breast
Breast,TCGA-AN-A03Y-01A,Breast
Breast,TCGA-AN-A041-01A,Breast
Breast,TCGA-AN-A046-01A,Breast
Breast,TCGA-AN-A049-01A,Breast
Breast,TCGA-AN-A04A-01A,Breast
Breast,TCGA-AN-A04C-01A,Breast
Breast,TCGA-AN-A04D-01A,Breast
Breast,TCGA-AN-A0AJ-01A,Breast
Breast,TCGA-AN-A0AK-01A,Breast
Breast,TCGA-AN-A0AL-01A,Breast
Breast,TCGA-AN-A0AM-01A,Breast
Breast,TCGA-AN-A0AR-01A,Breast
Breast,TCGA-AN-A0AS-01A,Breast
Breast,TCGA-AN-A0AT-01A,Breast
Breast,TCGA-AN-A0FD-01A,Breast
Breast,TCGA-AN-A0FF-01A,Breast
Breast,TCGA-AN-A0FJ-01A,Breast
Breast,TCGA-AN-A0FK-01A,Breast
Breast,TCGA-AN-A0FL-01A,Breast
Breast,TCGA-AN-A0FN-01A,Breast
Breast,TCGA-AN-A0FS-01A,Breast
Breast,TCGA-AN-A0FT-01A,Breast
Breast,TCGA-AN-A0FV-01A,Breast
Breast,TCGA-AN-A0FW-01A,Breast
Breast,TCGA-AN-A0FX-01A,Breast
Breast,TCGA-AN-A0FY-01A,Breast
Breast,TCGA-AN-A0FZ-01A,Breast
Breast,TCGA-AN-A0G0-01A,Breast
Breast,TCGA-AN-A0XL-01A,Breast
Breast,TCGA-AN-A0XN-01A,Breast
Breast,TCGA-AN-A0XO-01A,Breast
Breast,TCGA-AN-A0XP-01A,Breast
Breast,TCGA-AN-A0XR-01A,Breast
Breast,TCGA-AN-A0XS-01A,Breast
Breast,TCGA-AN-A0XT-01A,Breast
Breast,TCGA-AN-A0XU-01A,Breast
Breast,TCGA-AN-A0XV-01A,Breast
Breast,TCGA-AN-A0XW-01A,Breast
Breast,TCGA-AO-A03L-01A,Breast
Breast,TCGA-AO-A03M-01B,Breast
Breast,TCGA-AO-A03N-01B,Breast
Breast,TCGA-AO-A03O-01A,Breast
Breast,TCGA-AO-A03R-01A,Breast
Breast,TCGA-AO-A03T-01A,Breast
Breast,TCGA-AO-A03U-01B,Breast
Breast,TCGA-AO-A03V-01A,Breast
Breast,TCGA-AO-A0J2-01A,Breast
Breast,TCGA-AO-A0J3-01A,Breast
Breast,TCGA-AO-A0J4-01A,Breast
Breast,TCGA-AO-A0J5-01A,Breast
Breast,TCGA-AO-A0J6-01A,Breast
Breast,TCGA-AO-A0J7-01A,Breast
Breast,TCGA-AO-A0J8-01A,Breast
Breast,TCGA-AO-A0J9-01A,Breast
Breast,TCGA-AO-A0JA-01A,Breast
Breast,TCGA-AO-A0JB-01A,Breast
Breast,TCGA-AO-A0JC-01A,Breast
Breast,TCGA-AO-A0JD-01A,Breast
Breast,TCGA-AO-A0JE-01A,Breast
Breast,TCGA-AO-A0JF-01A,Breast
Breast,TCGA-AO-A0JG-01A,Breast
Breast,TCGA-AO-A0JI-01A,Breast
Breast,TCGA-AO-A0JJ-01A,Breast
Breast,TCGA-AO-A0JL-01A,Breast
Breast,TCGA-AO-A0JM-01A,Breast
Breast,TCGA-AO-A124-01A,Breast
Breast,TCGA-AO-A125-01A,Breast
Breast,TCGA-AO-A126-01A,Breast
Breast,TCGA-AO-A128-01A,Breast
Breast,TCGA-AO-A129-01A,Breast
Breast,TCGA-AO-A12A-01A,Breast
Breast,TCGA-AO-A12B-01A,Breast
Breast,TCGA-AO-A12C-01A,Breast
Breast,TCGA-AO-A12D-01A,Breast
Breast,TCGA-AO-A12E-01A,Breast
Breast,TCGA-AO-A12F-01A,Breast
Breast,TCGA-AO-A12G-01A,Breast
Breast,TCGA-AO-A12H-01A,Breast
Breast,TCGA-AO-A1KO-01A,Breast
Breast,TCGA-AO-A1KP-01A,Breast
Breast,TCGA-AO-A1KQ-01A,Breast
Breast,TCGA-AO-A1KR-01A,Breast
Breast,TCGA-AO-A1KS-01A,Breast
Breast,TCGA-AO-A1KT-01A,Breast
Breast,TCGA-AQ-A04H-01B,Breast
Breast,TCGA-AQ-A04J-01A,Breast
Breast,TCGA-AQ-A04L-01B,Breast
Breast,TCGA-AQ-A0Y5-01A,Breast
Breast,TCGA-AQ-A1H2-01A,Breast
Breast,TCGA-AQ-A1H3-01A,Breast
Breast,TCGA-AQ-A54N-01A,Breast
Breast,TCGA-AQ-A54O-01A,Breast
Breast,TCGA-AQ-A7U7-01A,Breast
Breast,TCGA-AR-A0TP-01A,Breast
Breast,TCGA-AR-A0TQ-01A,Breast
Breast,TCGA-AR-A0TR-01A,Breast
Breast,TCGA-AR-A0TS-01A,Breast
Breast,TCGA-AR-A0TT-01A,Breast
Breast,TCGA-AR-A0TV-01A,Breast
Breast,TCGA-AR-A0TX-01A,Breast
Breast,TCGA-AR-A0TY-01A,Breast
Breast,TCGA-AR-A0TZ-01A,Breast
Breast,TCGA-AR-A0U2-01A,Breast
Breast,TCGA-AR-A0U3-01A,Breast
Breast,TCGA-AR-A0U4-01A,Breast
Breast,TCGA-AR-A1AH-01A,Breast
Breast,TCGA-AR-A1AI-01A,Breast
Breast,TCGA-AR-A1AJ-01A,Breast
Breast,TCGA-AR-A1AK-01A,Breast
Breast,TCGA-AR-A1AL-01A,Breast
Breast,TCGA-AR-A1AM-01A,Breast
Breast,TCGA-AR-A1AN-01A,Breast
Breast,TCGA-AR-A1AO-01A,Breast
Breast,TCGA-AR-A1AP-01A,Breast
Breast,TCGA-AR-A1AQ-01A,Breast
Breast,TCGA-AR-A1AR-01A,Breast
Breast,TCGA-AR-A1AS-01A,Breast
Breast,TCGA-AR-A1AT-01A,Breast
Breast,TCGA-AR-A1AU-01A,Breast
Breast,TCGA-AR-A1AV-01A,Breast
Breast,TCGA-AR-A1AW-01A,Breast
Breast,TCGA-AR-A1AX-01A,Breast
Breast,TCGA-AR-A1AY-01A,Breast
Breast,TCGA-AR-A24H-01A,Breast
Breast,TCGA-AR-A24K-01A,Breast
Breast,TCGA-AR-A24L-01A,Breast
Breast,TCGA-AR-A24M-01A,Breast
Breast,TCGA-AR-A24N-01A,Breast
Breast,TCGA-AR-A24O-01A,Breast
Breast,TCGA-AR-A24P-01A,Breast
Breast,TCGA-AR-A24Q-01A,Breast
Breast,TCGA-AR-A24R-01A,Breast
Breast,TCGA-AR-A24S-01A,Breast
Breast,TCGA-AR-A24T-01A,Breast
Breast,TCGA-AR-A24U-01A,Breast
Breast,TCGA-AR-A24V-01A,Breast
Breast,TCGA-AR-A24W-01A,Breast
Breast,TCGA-AR-A24X-01A,Breast
Breast,TCGA-AR-A24Z-01A,Breast
Breast,TCGA-AR-A250-01A,Breast
Breast,TCGA-AR-A251-01A,Breast
Breast,TCGA-AR-A252-01A,Breast
Breast,TCGA-AR-A254-01A,Breast
Breast,TCGA-AR-A255-01A,Breast
Breast,TCGA-AR-A256-01A,Breast
Breast,TCGA-AR-A2LE-01A,Breast
Breast,TCGA-AR-A2LH-01A,Breast
Breast,TCGA-AR-A2LJ-01A,Breast
Breast,TCGA-AR-A2LK-01A,Breast
Breast,TCGA-AR-A2LL-01A,Breast
Breast,TCGA-AR-A2LM-01A,Breast
Breast,TCGA-AR-A2LN-01A,Breast
Breast,TCGA-AR-A2LO-01A,Breast
Breast,TCGA-AR-A2LQ-01A,Breast
Breast,TCGA-AR-A2LR-01A,Breast
Breast,TCGA-AR-A5QM-01A,Breast
Breast,TCGA-AR-A5QN-01A,Breast
Breast,TCGA-AR-A5QP-01A,Breast
Breast,TCGA-AR-A5QQ-01A,Breast
Breast,TCGA-B6-A0I1-01A,Breast
Breast,TCGA-B6-A0I2-01A,Breast
Breast,TCGA-B6-A0I5-01A,Breast
Breast,TCGA-B6-A0I6-01A,Breast
Breast,TCGA-B6-A0I8-01A,Breast
Breast,TCGA-B6-A0I9-01A,Breast
Breast,TCGA-B6-A0IA-01A,Breast
Breast,TCGA-B6-A0IB-01A,Breast
Breast,TCGA-B6-A0IC-01A,Breast
Breast,TCGA-B6-A0IE-01A,Breast
Breast,TCGA-B6-A0IG-01A,Breast
Breast,TCGA-B6-A0IH-01A,Breast
Breast,TCGA-B6-A0IJ-01A,Breast
Breast,TCGA-B6-A0IK-01A,Breast
Breast,TCGA-B6-A0IM-01A,Breast
Breast,TCGA-B6-A0IN-01A,Breast
Breast,TCGA-B6-A0IO-01A,Breast
Breast,TCGA-B6-A0IP-01A,Breast
Breast,TCGA-B6-A0IQ-01A,Breast
Breast,TCGA-B6-A0RE-01A,Breast
Breast,TCGA-B6-A0RG-01A,Breast
Breast,TCGA-B6-A0RH-01A,Breast
Breast,TCGA-B6-A0RI-01A,Breast
Breast,TCGA-B6-A0RL-01A,Breast
Breast,TCGA-B6-A0RM-01A,Breast
Breast,TCGA-B6-A0RN-01A,Breast
Breast,TCGA-B6-A0RO-01A,Breast
Breast,TCGA-B6-A0RP-01A,Breast
Breast,TCGA-B6-A0RQ-01A,Breast
Breast,TCGA-B6-A0RS-01A,Breast
Breast,TCGA-B6-A0RT-01A,Breast
Breast,TCGA-B6-A0RU-01A,Breast
Breast,TCGA-B6-A0RV-01A,Breast
Breast,TCGA-B6-A0WS-01A,Breast
Breast,TCGA-B6-A0WT-01A,Breast
Breast,TCGA-B6-A0WV-01A,Breast
Breast,TCGA-B6-A0WW-01A,Breast
Breast,TCGA-B6-A0WX-01A,Breast
Breast,TCGA-B6-A0WY-01A,Breast
Breast,TCGA-B6-A0WZ-01A,Breast
Breast,TCGA-B6-A0X0-01A,Breast
Breast,TCGA-B6-A0X4-01A,Breast
Breast,TCGA-B6-A0X5-01A,Breast
Breast,TCGA-B6-A0X7-01A,Breast
Breast,TCGA-B6-A1KC-01B,Breast
Breast,TCGA-B6-A1KF-01A,Breast
Breast,TCGA-B6-A1KI-01A,Breast
Breast,TCGA-B6-A1KN-01A,Breast
Breast,TCGA-B6-A2IU-01A,Breast
Breast,TCGA-B6-A3ZX-01A,Breast
Breast,TCGA-B6-A400-01A,Breast
Breast,TCGA-B6-A401-01A,Breast
Breast,TCGA-B6-A402-01A,Breast
Breast,TCGA-B6-A408-01A,Breast
Breast,TCGA-B6-A409-01A,Breast
Breast,TCGA-B6-A40B-01A,Breast
Breast,TCGA-B6-A40C-01A,Breast
Breast,TCGA-BH-A0AU-01A,Breast
Breast,TCGA-BH-A0AU-11A,Breast
Breast,TCGA-BH-A0AV-01A,Breast
Breast,TCGA-BH-A0AW-01A,Breast
Breast,TCGA-BH-A0AY-01A,Breast
Breast,TCGA-BH-A0AY-11A,Breast
Breast,TCGA-BH-A0AZ-01A,Breast
Breast,TCGA-BH-A0AZ-11A,Breast
Breast,TCGA-BH-A0B0-01A,Breast
Breast,TCGA-BH-A0B1-01A,Breast
Breast,TCGA-BH-A0B2-01A,Breast
Breast,TCGA-BH-A0B3-01A,Breast
Breast,TCGA-BH-A0B3-11B,Breast
Breast,TCGA-BH-A0B4-01A,Breast
Breast,TCGA-BH-A0B5-01A,Breast
Breast,TCGA-BH-A0B5-11A,Breast
Breast,TCGA-BH-A0B6-01A,Breast
Breast,TCGA-BH-A0B7-01A,Breast
Breast,TCGA-BH-A0B7-11A,Breast
Breast,TCGA-BH-A0B8-01A,Breast
Breast,TCGA-BH-A0B9-01A,Breast
Breast,TCGA-BH-A0BA-01A,Breast
Breast,TCGA-BH-A0BC-01A,Breast
Breast,TCGA-BH-A0BC-11A,Breast
Breast,TCGA-BH-A0BD-01A,Breast
Breast,TCGA-BH-A0BF-01A,Breast
Breast,TCGA-BH-A0BG-01A,Breast
Breast,TCGA-BH-A0BJ-01A,Breast
Breast,TCGA-BH-A0BJ-11A,Breast
Breast,TCGA-BH-A0BL-01A,Breast
Breast,TCGA-BH-A0BM-01A,Breast
Breast,TCGA-BH-A0BO-01A,Breast
Breast,TCGA-BH-A0BP-01A,Breast
Breast,TCGA-BH-A0BQ-01A,Breast
Breast,TCGA-BH-A0BQ-11A,Breast
Breast,TCGA-BH-A0BR-01A,Breast
Breast,TCGA-BH-A0BS-11A,Breast
Breast,TCGA-BH-A0BT-01A,Breast
Breast,TCGA-BH-A0BT-11A,Breast
Breast,TCGA-BH-A0BV-01A,Breast
Breast,TCGA-BH-A0BV-11A,Breast
Breast,TCGA-BH-A0BW-01A,Breast
Breast,TCGA-BH-A0BW-11A,Breast
Breast,TCGA-BH-A0BZ-01A,Breast
Breast,TCGA-BH-A0BZ-11A,Breast
Breast,TCGA-BH-A0C0-01A,Breast
Breast,TCGA-BH-A0C0-11A,Breast
Breast,TCGA-BH-A0C1-01B,Breast
Breast,TCGA-BH-A0C3-01A,Breast
Breast,TCGA-BH-A0C3-11A,Breast
Breast,TCGA-BH-A0C7-01B,Breast
Breast,TCGA-BH-A0DD-01A,Breast
Breast,TCGA-BH-A0DD-11A,Breast
Breast,TCGA-BH-A0DE-01A,Breast
Breast,TCGA-BH-A0DG-01A,Breast
Breast,TCGA-BH-A0DG-11A,Breast
Breast,TCGA-BH-A0DH-01A,Breast
Breast,TCGA-BH-A0DI-01A,Breast
Breast,TCGA-BH-A0DK-01A,Breast
Breast,TCGA-BH-A0DK-11A,Breast
Breast,TCGA-BH-A0DL-01A,Breast
Breast,TCGA-BH-A0DL-11A,Breast
Breast,TCGA-BH-A0DO-01B,Breast
Breast,TCGA-BH-A0DO-11A,Breast
Breast,TCGA-BH-A0DP-01A,Breast
Breast,TCGA-BH-A0DP-11A,Breast
Breast,TCGA-BH-A0DQ-01A,Breast
Breast,TCGA-BH-A0DQ-11A,Breast
Breast,TCGA-BH-A0DS-01A,Breast
Breast,TCGA-BH-A0DT-01A,Breast
Breast,TCGA-BH-A0DT-11A,Breast
Breast,TCGA-BH-A0DV-01A,Breast
Breast,TCGA-BH-A0DV-11A,Breast
Breast,TCGA-BH-A0DX-01A,Breast
Breast,TCGA-BH-A0DZ-01A,Breast
Breast,TCGA-BH-A0DZ-11A,Breast
Breast,TCGA-BH-A0E0-01A,Breast
Breast,TCGA-BH-A0E1-01A,Breast
Breast,TCGA-BH-A0E1-11A,Breast
Breast,TCGA-BH-A0E2-01A,Breast
Breast,TCGA-BH-A0E6-01A,Breast
Breast,TCGA-BH-A0E7-01A,Breast
Breast,TCGA-BH-A0E9-01B,Breast
Breast,TCGA-BH-A0EA-01A,Breast
Breast,TCGA-BH-A0EE-01A,Breast
Breast,TCGA-BH-A0EI-01A,Breast
Breast,TCGA-BH-A0GY-01A,Breast
Breast,TCGA-BH-A0GZ-01A,Breast
Breast,TCGA-BH-A0H0-01A,Breast
Breast,TCGA-BH-A0H3-01A,Breast
