gene_id,housekeeping_genes,high_corr,low_CV_rank,high_CV_rank,high_feature,tRNA_related,rRNA_ribosome,high_feature_2
ENSG00000055609.16,0,0,1,0,1,0,0,0
ENSG00000055813.5,0,0,0,0,0,0,1,0
ENSG00000055917.14,1,0,1,0,1,0,0,0
ENSG00000055950.15,1,1,1,0,0,0,1,0
ENSG00000055955.14,0,0,0,1,0,0,0,0
ENSG00000055957.9,0,0,0,1,0,1,0,1
ENSG00000056050.6,0,0,0,0,1,0,0,0
ENSG00000056097.14,1,0,1,0,1,0,0,0
ENSG00000056291.16,0,0,0,1,0,0,0,0
ENSG00000056487.14,0,1,0,1,0,0,0,0
ENSG00000056586.14,1,1,1,0,0,0,0,0
ENSG00000056972.17,0,0,0,0,1,0,0,0
ENSG00000057149.13,0,1,0,1,0,0,0,0
ENSG00000057252.11,0,0,0,0,1,0,1,0
ENSG00000057294.12,0,0,0,0,0,0,1,0
ENSG00000057468.6,0,0,0,0,0,1,0,1
ENSG00000057593.12,0,0,0,1,0,0,0,0
ENSG00000057608.15,1,1,1,0,0,0,0,1
ENSG00000057657.13,0,1,0,0,0,0,0,0
ENSG00000057663.11,1,0,0,0,0,0,0,0
ENSG00000057757.8,1,0,1,0,0,0,0,0
ENSG00000057935.12,0,0,0,0,1,0,1,0
ENSG00000058056.7,0,0,0,0,0,1,0,0
ENSG00000058063.14,0,1,0,0,1,1,0,0
ENSG00000058085.13,0,1,0,0,0,0,0,0
ENSG00000058262.8,1,0,1,0,0,0,0,0
ENSG00000058272.14,0,0,1,0,1,1,0,0
ENSG00000058404.18,0,1,0,1,0,0,0,0
ENSG00000058600.14,1,0,1,0,1,0,0,0
ENSG00000058668.13,0,0,1,0,0,0,0,0
ENSG00000058673.14,1,0,1,0,0,0,1,0
ENSG00000058729.9,1,0,0,0,1,0,1,0
ENSG00000058799.12,1,0,0,0,0,0,0,0
ENSG00000058804.11,0,1,0,0,1,1,1,0
ENSG00000059122.15,0,0,0,0,1,0,0,0
ENSG00000059573.7,0,0,1,0,0,0,0,0
ENSG00000059588.8,0,0,0,0,0,1,0,0
ENSG00000059691.10,0,1,0,0,1,0,0,0
ENSG00000059728.9,0,1,0,0,0,0,0,0
ENSG00000059758.6,0,0,0,0,1,0,0,0
ENSG00000059804.14,0,0,0,0,0,0,1,0
ENSG00000059915.15,0,1,0,0,0,0,0,0
ENSG00000060069.15,0,0,0,0,1,0,0,0
ENSG00000060138.11,0,0,0,0,0,1,0,0
ENSG00000060237.15,0,0,1,0,0,0,1,0
ENSG00000060339.12,1,0,1,0,0,0,1,0
ENSG00000060491.15,1,0,1,0,1,1,1,0
ENSG00000060558.3,0,1,0,0,0,0,0,0
ENSG00000060566.12,0,0,0,1,0,0,0,1
ENSG00000060688.11,1,1,0,0,0,0,1,0
ENSG00000060709.12,0,0,0,1,0,0,0,0
ENSG00000060718.17,0,1,0,1,0,0,0,0
ENSG00000060749.13,0,1,0,0,1,0,0,0
ENSG00000060762.17,0,1,0,0,0,0,0,1
ENSG00000060971.16,0,1,0,0,0,0,0,0
ENSG00000061273.16,0,0,1,0,1,0,0,0
ENSG00000061676.13,0,0,1,0,1,0,0,0
ENSG00000061794.11,1,0,1,0,0,0,1,0
ENSG00000061936.8,1,0,1,0,0,0,0,0
ENSG00000061938.15,0,0,0,0,1,0,0,0
ENSG00000061987.13,1,0,0,0,0,0,0,0
ENSG00000062038.12,0,1,0,0,0,0,0,1
ENSG00000062096.13,0,0,0,1,0,0,0,1
ENSG00000062194.14,1,0,1,0,0,0,0,0
ENSG00000062485.17,0,1,1,0,0,0,0,1
ENSG00000062582.12,0,0,0,0,0,0,1,0
ENSG00000062598.16,0,0,1,0,0,0,0,0
ENSG00000062650.16,0,0,1,0,1,0,0,0
ENSG00000062716.9,0,0,1,0,0,0,1,1
ENSG00000062822.11,0,0,0,0,1,1,0,0
ENSG00000063015.18,0,1,0,1,0,0,0,0
ENSG00000063046.16,0,0,1,0,0,0,0,0
ENSG00000063169.9,0,0,0,0,1,0,0,0
ENSG00000063176.14,0,0,0,0,1,0,0,0
ENSG00000063177.11,0,0,1,0,0,0,1,1
ENSG00000063180.7,0,1,0,0,0,0,0,0
ENSG00000063241.6,1,0,0,0,0,0,0,0
ENSG00000063244.11,1,0,1,0,0,0,0,0
ENSG00000063245.13,1,0,1,0,0,0,0,0
ENSG00000063322.12,1,1,1,0,1,0,0,0
ENSG00000063601.15,1,0,0,0,1,1,0,0
ENSG00000063854.11,1,1,0,0,0,0,0,0
ENSG00000063978.14,1,1,1,0,0,0,0,0
ENSG00000064012.20,0,1,0,0,1,0,0,0
ENSG00000064102.13,0,1,0,0,1,0,0,0
ENSG00000064199.5,0,0,0,0,1,0,0,0
ENSG00000064218.4,0,0,0,1,0,0,0,1
ENSG00000064313.10,0,1,0,0,1,0,1,0
ENSG00000064419.12,1,0,1,0,1,0,0,0
ENSG00000064490.12,1,1,0,0,1,0,0,0
ENSG00000064545.13,1,0,0,0,1,0,0,0
ENSG00000064601.15,1,0,1,0,0,0,0,1
ENSG00000064651.12,0,1,0,0,0,0,0,0
ENSG00000064666.13,0,1,0,0,0,0,0,0
ENSG00000064703.10,0,0,0,0,1,0,1,0
ENSG00000064726.8,0,0,1,0,0,0,0,0
ENSG00000064787.11,0,0,0,1,0,0,0,0
ENSG00000064835.9,0,0,0,0,0,0,0,1
ENSG00000064886.12,0,0,0,0,0,0,1,0
ENSG00000064932.14,0,1,0,0,1,0,0,0
ENSG00000064933.15,1,0,0,0,1,1,0,0
ENSG00000064961.17,1,0,1,0,1,0,1,0
ENSG00000064995.15,1,0,0,0,1,0,1,0
ENSG00000064999.13,0,1,0,0,0,0,0,0
ENSG00000065000.14,1,0,1,0,0,1,0,0
ENSG00000065029.13,1,1,0,0,1,0,0,0
ENSG00000065054.12,0,1,0,0,1,0,0,0
ENSG00000065057.6,0,0,0,0,0,1,0,0
ENSG00000065060.15,0,1,0,0,1,0,0,0
ENSG00000065135.8,0,1,1,0,0,0,0,0
ENSG00000065150.17,0,0,1,0,0,1,1,0
ENSG00000065154.10,1,0,0,0,0,1,0,0
ENSG00000065183.14,1,1,0,0,0,0,1,0
ENSG00000065243.17,0,0,0,0,1,0,1,0
ENSG00000065268.9,1,0,0,0,1,0,1,0
ENSG00000065308.4,0,1,0,0,0,0,0,0
ENSG00000065325.11,0,0,0,1,0,0,0,0
ENSG00000065328.15,0,1,0,0,0,0,0,0
ENSG00000065371.16,0,0,0,1,0,0,0,0
ENSG00000065413.15,0,0,0,0,1,0,0,0
ENSG00000065427.13,0,0,1,0,0,1,0,0
ENSG00000065457.9,0,0,0,0,1,1,0,0
ENSG00000065491.8,0,0,0,0,1,0,0,0
ENSG00000065518.7,1,1,1,0,0,0,0,0
ENSG00000065526.9,1,0,1,0,1,0,0,0
ENSG00000065548.16,1,0,1,0,1,1,0,0
ENSG00000065559.13,0,0,0,0,0,1,0,0
ENSG00000065609.13,0,1,0,1,0,0,0,1
ENSG00000065613.12,0,1,1,0,1,1,0,0
ENSG00000065615.12,0,1,0,0,1,0,0,0
ENSG00000065618.15,0,1,0,1,0,0,0,0
ENSG00000065665.19,0,0,0,0,1,0,0,0
ENSG00000065802.10,1,0,0,0,0,0,0,1
ENSG00000065833.8,0,1,0,0,0,0,0,0
ENSG00000065882.14,1,0,0,0,0,1,1,0
ENSG00000065883.13,1,0,1,0,1,0,0,0
ENSG00000065911.10,0,1,0,0,0,1,1,0
ENSG00000065923.8,0,0,0,0,1,0,0,0
ENSG00000065970.7,0,1,0,0,0,0,0,0
ENSG00000065978.16,0,0,1,0,0,0,0,0
ENSG00000066027.10,1,0,1,0,0,0,0,0
ENSG00000066032.17,0,1,0,1,0,0,0,0
ENSG00000066044.12,1,0,1,0,1,0,1,0
ENSG00000066084.11,0,1,0,0,1,0,0,0
ENSG00000066117.13,0,0,1,0,1,0,0,0
ENSG00000066135.11,1,0,1,0,1,1,0,0
ENSG00000066136.18,1,0,1,0,1,0,0,0
ENSG00000066185.11,0,1,0,0,0,0,0,0
ENSG00000066279.15,0,1,0,0,0,0,1,0
ENSG00000066322.11,1,0,1,0,0,0,0,0
ENSG00000066336.10,0,0,0,0,0,0,1,0
ENSG00000066379.13,0,0,0,0,0,0,1,0
ENSG00000066405.11,0,0,0,1,0,1,0,0
ENSG00000066422.4,1,1,0,0,1,1,0,0
ENSG00000066455.11,1,0,1,0,0,0,0,0
ENSG00000066468.19,0,0,0,0,0,1,0,1
ENSG00000066557.5,1,0,0,0,0,0,0,0
ENSG00000066583.10,0,0,0,0,1,0,0,0
ENSG00000066651.16,0,0,0,0,1,1,0,0
ENSG00000066654.11,0,0,1,0,1,1,1,0
ENSG00000066697.13,1,0,0,0,1,0,0,0
ENSG00000066739.10,1,0,0,0,0,0,0,0
ENSG00000066777.7,0,1,1,0,1,1,0,0
ENSG00000066813.13,0,1,0,1,0,0,0,0
ENSG00000066855.14,1,0,0,0,0,0,0,0
ENSG00000066926.9,1,0,0,0,0,0,0,0
ENSG00000066933.14,0,0,0,0,1,0,0,0
ENSG00000067048.15,0,0,0,1,0,0,0,1
ENSG00000067064.9,1,0,0,0,0,1,0,1
ENSG00000067066.15,0,0,0,0,0,1,0,0
ENSG00000067082.13,0,0,1,0,0,0,0,1
ENSG00000067113.15,0,1,0,0,0,0,0,0
ENSG00000067167.6,0,0,1,0,0,1,0,1
ENSG00000067177.13,0,0,0,0,1,0,0,0
ENSG00000067182.6,0,0,1,0,0,0,0,1
ENSG00000067208.13,0,0,0,0,1,1,0,0
ENSG00000067221.12,1,1,0,0,1,0,0,0
ENSG00000067225.16,0,0,1,0,0,1,0,1
ENSG00000067248.8,1,0,1,0,1,0,1,0
ENSG00000067334.12,1,0,1,0,0,0,1,0
ENSG00000067369.12,0,0,0,0,1,0,0,0
ENSG00000067533.5,0,0,0,0,0,0,1,0
ENSG00000067560.9,1,0,1,0,0,0,0,1
ENSG00000067596.9,1,1,1,0,0,0,0,0
ENSG00000067606.14,0,0,0,0,0,0,1,0
ENSG00000067646.10,0,0,0,1,0,1,0,1
ENSG00000067704.9,1,1,1,0,0,1,0,0
ENSG00000067829.17,1,1,1,0,0,0,0,0
ENSG00000067836.11,0,1,0,0,0,0,0,0
ENSG00000067840.11,0,1,0,0,0,0,0,0
ENSG00000067842.16,0,0,0,1,0,0,0,1
ENSG00000067900.6,0,1,0,0,1,0,0,0
ENSG00000067955.12,0,0,1,0,0,0,0,0
ENSG00000067992.11,0,1,0,0,0,0,0,0
ENSG00000068079.6,0,0,0,0,1,0,1,0
ENSG00000068097.13,0,0,0,0,1,0,0,0
ENSG00000068120.13,1,0,1,0,0,0,0,0
ENSG00000068137.13,0,0,0,0,1,0,0,0
ENSG00000068305.16,1,0,0,0,1,1,1,0
ENSG00000068308.12,1,0,1,0,0,0,0,0
ENSG00000068323.15,1,0,1,0,0,1,0,0
ENSG00000068366.18,0,0,0,0,0,1,0,0
ENSG00000068383.17,1,0,0,0,1,0,0,0
ENSG00000068394.10,1,0,0,0,0,0,0,0
ENSG00000068400.12,1,0,1,0,0,0,0,0
ENSG00000068438.13,1,1,0,0,0,1,0,1
ENSG00000068489.11,0,1,0,0,0,0,0,0
ENSG00000068615.15,0,0,0,0,0,1,0,0
ENSG00000068654.14,0,1,1,0,1,0,1,0
ENSG00000068697.6,1,0,1,0,0,0,0,1
ENSG00000068745.13,1,0,1,0,0,0,0,0
ENSG00000068784.11,0,0,0,0,1,0,0,0
ENSG00000068796.15,0,1,0,0,0,0,0,0
ENSG00000068878.13,0,1,1,0,1,0,0,0
ENSG00000068885.13,0,0,0,0,1,0,1,0
ENSG00000068903.18,1,1,1,0,0,0,0,0
ENSG00000068912.12,1,0,1,0,0,0,0,0
ENSG00000068971.12,1,1,0,0,1,0,0,0
ENSG00000068985.4,0,0,0,1,0,0,0,1
ENSG00000069011.14,0,1,0,1,0,0,0,1
ENSG00000069018.16,0,0,0,1,0,0,0,1
ENSG00000069206.14,0,0,0,1,0,0,0,1
ENSG00000069248.11,1,1,1,0,0,1,1,0
ENSG00000069275.12,1,0,1,0,0,0,0,0
ENSG00000069329.14,0,0,1,0,0,0,0,0
ENSG00000069345.10,1,0,1,0,0,0,0,0
ENSG00000069399.11,0,0,0,0,1,0,1,0
ENSG00000069424.13,0,0,0,0,0,1,0,0
ENSG00000069482.6,0,0,0,1,0,0,0,0
ENSG00000069812.10,0,1,0,1,0,0,0,0
ENSG00000069849.9,0,1,1,0,0,1,0,0
ENSG00000069943.8,0,0,0,0,1,0,0,0
ENSG00000069956.10,1,0,0,0,1,0,0,0
ENSG00000069966.17,0,1,0,0,1,0,0,0
ENSG00000069974.14,0,0,0,0,0,0,1,1
ENSG00000070010.17,0,0,1,0,0,0,1,0
ENSG00000070018.7,0,0,0,0,1,0,0,0
ENSG00000070019.4,0,0,0,1,0,0,0,0
ENSG00000070047.10,1,0,1,0,0,0,0,0
ENSG00000070061.13,0,0,1,0,0,1,1,1
ENSG00000070081.14,0,0,0,0,0,0,1,1
ENSG00000070190.11,0,1,0,0,0,0,0,0
ENSG00000070193.4,0,0,0,1,0,0,0,1
ENSG00000070214.14,0,0,1,0,0,0,1,0
ENSG00000070269.12,0,0,0,0,1,0,0,0
ENSG00000070366.12,0,0,0,0,1,0,0,0
ENSG00000070367.14,0,0,1,0,1,0,0,0
ENSG00000070371.14,0,0,0,0,1,0,0,0
ENSG00000070413.17,1,0,1,0,1,0,0,0
ENSG00000070423.16,1,0,0,0,1,0,0,0
ENSG00000070444.13,0,0,0,0,0,1,0,0
ENSG00000070495.13,1,0,0,0,0,0,0,0
ENSG00000070501.10,0,0,0,0,0,1,0,0
ENSG00000070526.13,0,0,0,1,0,0,0,0
ENSG00000070610.13,1,0,1,0,0,0,0,0
ENSG00000070614.13,1,0,1,0,0,1,0,1
ENSG00000070669.15,0,0,0,0,0,1,1,0
ENSG00000070718.10,0,0,0,0,1,0,0,0
ENSG00000070729.12,0,0,0,1,0,0,0,0
ENSG00000070748.16,0,0,0,1,0,0,0,0
ENSG00000070756.12,0,1,1,0,0,0,1,1
ENSG00000070770.7,0,0,1,0,0,0,1,0
ENSG00000070785.15,1,0,0,0,1,0,1,0
ENSG00000070808.14,0,0,0,1,0,0,0,0
ENSG00000070814.16,0,0,1,0,0,0,1,0
ENSG00000070831.14,1,0,1,0,0,0,1,1
ENSG00000070886.9,0,0,0,1,0,0,0,0
ENSG00000070915.8,0,0,0,1,0,0,0,0
ENSG00000070950.8,0,1,0,0,1,1,0,0
ENSG00000070961.13,0,0,0,0,0,0,1,0
ENSG00000070985.12,0,0,0,1,0,0,0,0
ENSG00000071054.14,1,0,1,0,1,1,0,0
ENSG00000071073.11,0,0,0,0,1,0,0,0
ENSG00000071082.9,1,0,1,0,0,0,1,0
ENSG00000071127.15,1,0,1,0,0,0,0,1
ENSG00000071189.20,1,0,0,0,1,0,0,0
ENSG00000071203.8,0,0,0,1,0,0,0,1
ENSG00000071282.10,0,0,0,0,1,0,0,0
ENSG00000071462.10,0,0,1,0,0,0,1,0
ENSG00000071537.12,1,0,1,0,0,0,0,0
ENSG00000071539.12,0,1,0,0,0,0,0,0
ENSG00000071553.15,1,0,1,0,0,0,0,1
ENSG00000071564.13,0,0,1,0,0,1,0,0
ENSG00000071626.15,1,0,1,0,0,0,0,0
ENSG00000071655.16,1,1,1,0,1,0,1,0
ENSG00000071794.14,0,0,0,0,1,1,0,0
ENSG00000071859.13,1,1,1,0,0,0,0,0
ENSG00000071889.15,1,1,0,0,1,0,0,0
ENSG00000071894.13,0,0,1,0,0,1,0,0
ENSG00000071991.7,0,0,0,1,0,0,0,1
ENSG00000071994.9,1,0,1,0,1,0,0,0
ENSG00000072041.15,0,0,0,1,0,0,0,0
ENSG00000072042.11,0,0,1,0,0,0,0,1
ENSG00000072062.12,1,1,1,0,0,0,0,0
ENSG00000072080.9,0,0,0,1,0,0,0,1
ENSG00000072110.12,0,1,1,0,0,0,0,1
ENSG00000072121.14,0,1,0,0,0,0,0,0
ENSG00000072134.14,0,0,0,0,1,0,0,0
ENSG00000072135.11,0,0,1,0,0,0,0,0
ENSG00000072163.17,0,1,0,0,0,0,0,0
ENSG00000072182.11,0,1,0,1,0,0,0,1
ENSG00000072210.17,1,0,0,0,0,0,0,0
ENSG00000072274.11,0,1,0,0,0,0,1,0
ENSG00000072310.15,0,0,1,0,0,0,0,1
ENSG00000072315.3,0,0,0,1,0,0,0,1
ENSG00000072364.11,1,0,1,0,1,0,0,0
ENSG00000072415.7,0,0,0,0,1,0,0,0
ENSG00000072501.16,1,1,1,0,1,0,0,0
ENSG00000072506.11,1,0,1,0,1,1,1,0
ENSG00000072518.19,0,1,1,0,1,0,0,0
ENSG00000072571.18,0,1,0,0,0,0,0,0
ENSG00000072657.7,0,0,0,1,0,0,0,0
ENSG00000072682.17,0,1,0,0,0,0,0,1
ENSG00000072694.17,0,0,0,0,0,0,1,0
ENSG00000072736.17,0,1,0,0,0,0,0,0
ENSG00000072756.15,1,0,0,0,1,1,0,0
ENSG00000072778.18,1,0,1,0,0,0,0,1
ENSG00000072786.11,0,1,0,0,0,0,0,0
ENSG00000072803.16,1,0,1,0,0,1,0,0
ENSG00000072818.10,0,0,0,0,0,1,0,0
ENSG00000072832.13,0,1,0,0,0,0,0,0
ENSG00000072849.9,1,0,1,0,0,0,0,0
ENSG00000072864.11,0,1,0,0,1,0,0,0
ENSG00000072958.7,1,0,1,0,0,0,0,0
ENSG00000073008.13,0,0,0,0,1,0,0,0
ENSG00000073050.10,0,0,1,0,0,0,0,0
ENSG00000073060.14,0,0,0,0,0,0,1,0
ENSG00000073067.12,0,0,0,1,0,0,0,1
ENSG00000073111.12,0,1,0,0,0,0,0,0
ENSG00000073169.12,0,1,0,0,1,0,1,0
ENSG00000073282.11,0,1,0,1,0,0,0,0
ENSG00000073417.13,0,0,0,0,0,1,0,1
ENSG00000073536.16,0,0,0,0,0,0,1,0
ENSG00000073578.15,0,0,1,0,0,0,0,0
ENSG00000073584.17,1,0,1,0,1,1,0,0
ENSG00000073598.5,0,0,0,0,0,0,0,1
ENSG00000073614.10,0,1,1,0,1,0,0,0
ENSG00000073734.8,0,0,0,1,0,0,0,0
ENSG00000073754.5,0,0,0,1,0,0,0,0
ENSG00000073792.14,0,1,0,0,0,0,0,0
ENSG00000073910.18,0,0,0,0,1,0,0,0
ENSG00000073921.16,1,0,1,0,0,0,0,0
ENSG00000073969.17,0,0,1,0,1,0,0,0
ENSG00000074054.16,0,0,1,0,0,0,0,0
ENSG00000074071.12,1,0,0,0,0,0,1,0
ENSG00000074201.7,1,0,1,0,0,0,0,0
ENSG00000074211.12,0,0,0,1,0,0,0,0
ENSG00000074219.12,0,0,0,0,1,0,0,0
ENSG00000074266.16,1,0,0,0,1,1,0,0
ENSG00000074276.9,0,0,0,1,0,0,0,0
ENSG00000074317.9,0,0,0,1,0,0,0,0
ENSG00000074319.11,1,0,1,0,0,0,0,0
ENSG00000074356.15,0,0,1,0,0,0,0,0
ENSG00000074582.11,1,0,0,0,0,0,0,0
ENSG00000074603.17,0,0,0,0,1,0,0,0
ENSG00000074621.12,0,0,0,0,1,0,0,0
ENSG00000074695.5,1,0,1,0,0,0,0,0
ENSG00000074696.11,0,0,1,0,0,0,1,1
ENSG00000074755.13,0,0,1,0,0,0,0,0
ENSG00000074771.3,0,0,0,1,0,0,0,1
ENSG00000074800.12,0,0,1,0,0,0,0,1
ENSG00000074803.16,0,0,0,1,0,0,0,1
ENSG00000074842.6,0,0,1,0,0,0,0,1
ENSG00000074935.12,0,0,0,0,1,0,1,0
ENSG00000074964.15,1,0,0,0,0,0,0,0
ENSG00000075035.8,0,0,0,1,0,0,0,1
ENSG00000075043.16,0,1,0,1,0,0,0,1
ENSG00000075131.8,0,0,0,0,0,0,1,0
ENSG00000075142.12,0,0,1,0,0,0,1,0
ENSG00000075151.18,1,0,1,0,0,1,1,0
ENSG00000075188.7,0,1,0,0,1,1,0,0
ENSG00000075213.9,0,1,0,0,0,0,0,0
ENSG00000075218.17,0,1,0,0,0,0,0,0
ENSG00000075223.12,0,1,0,0,0,0,0,0
ENSG00000075240.15,1,0,0,0,0,0,0,0
ENSG00000075275.15,0,1,0,0,0,0,0,0
ENSG00000075292.17,1,0,1,0,1,0,0,0
ENSG00000075303.11,0,0,0,0,1,0,0,0
ENSG00000075336.10,1,0,0,0,1,0,0,0
ENSG00000075388.3,0,0,0,1,0,0,0,1
ENSG00000075399.11,0,1,0,0,0,0,0,0
ENSG00000075407.16,1,0,0,0,1,0,0,0
ENSG00000075413.16,1,0,1,0,0,0,0,0
ENSG00000075415.11,1,0,1,0,0,1,0,1
ENSG00000075420.11,0,1,0,0,0,0,0,0
ENSG00000075429.7,0,0,0,1,0,0,0,1
ENSG00000075461.5,0,0,0,1,0,0,0,1
ENSG00000075539.12,0,0,0,0,1,0,0,0
ENSG00000075568.15,1,1,1,0,0,0,0,0
ENSG00000075624.12,0,0,1,0,0,0,1,1
ENSG00000075651.14,0,1,0,0,0,0,0,0
ENSG00000075673.10,0,0,0,1,0,0,0,0
ENSG00000075702.15,0,1,0,0,0,0,0,0
ENSG00000075711.19,1,0,1,0,0,0,0,0
ENSG00000075785.11,1,0,1,0,0,0,0,0
ENSG00000075790.9,1,0,0,0,0,0,0,0
ENSG00000075856.10,1,0,1,0,1,0,0,0
ENSG00000075891.20,0,0,0,1,0,0,0,1
ENSG00000075914.11,1,0,0,0,0,0,1,0
ENSG00000075945.11,0,0,0,0,0,1,0,0
ENSG00000075975.14,1,0,1,0,0,0,0,0
ENSG00000076003.4,0,1,0,0,1,0,0,0
ENSG00000076053.9,1,0,0,0,0,0,0,0
ENSG00000076108.10,0,1,1,0,0,1,1,0
ENSG00000076201.13,1,0,1,0,0,0,0,0
ENSG00000076242.13,1,0,0,0,0,0,0,0
ENSG00000076248.9,1,0,0,0,1,0,1,0
ENSG00000076321.9,1,0,0,0,1,0,0,0
ENSG00000076351.11,0,1,0,0,0,0,0,0
ENSG00000076356.6,0,0,0,0,1,0,0,0
ENSG00000076382.15,0,1,0,0,0,0,0,0
ENSG00000076554.14,0,0,0,0,0,1,0,0
ENSG00000076604.13,0,0,0,0,1,0,0,0
ENSG00000076650.5,0,0,0,0,1,0,0,0
ENSG00000076662.8,0,1,0,0,0,1,0,0
ENSG00000076685.17,0,0,0,0,0,1,0,0
ENSG00000076770.13,0,0,0,0,1,0,0,0
ENSG00000076826.8,0,0,0,0,1,0,0,0
ENSG00000076924.10,0,1,1,0,1,0,0,0
ENSG00000076928.16,0,0,1,0,1,0,0,0
ENSG00000076944.13,0,0,0,0,1,1,0,0
ENSG00000076984.16,0,0,1,0,1,0,0,0
ENSG00000077009.12,0,0,0,1,0,0,0,1
ENSG00000077063.9,0,1,0,0,0,0,0,0
ENSG00000077080.8,0,1,0,1,0,0,0,1
ENSG00000077097.12,1,0,1,0,1,1,0,0
ENSG00000077147.13,1,0,1,0,0,0,0,0
ENSG00000077150.16,0,0,0,0,0,0,1,0
ENSG00000077152.8,0,1,0,0,0,0,0,0
ENSG00000077157.19,0,0,0,0,0,0,1,1
ENSG00000077232.15,1,0,1,0,0,0,1,0
ENSG00000077235.16,1,0,1,0,0,0,0,0
ENSG00000077238.12,0,0,0,0,1,0,0,0
ENSG00000077254.13,1,0,1,0,1,1,0,0
ENSG00000077274.8,0,0,0,1,0,0,0,1
ENSG00000077279.15,0,1,0,1,0,0,0,0
ENSG00000077312.7,1,0,1,0,1,0,0,0
ENSG00000077327.14,0,0,0,1,0,0,0,0
ENSG00000077348.7,0,0,0,0,0,0,1,0
ENSG00000077380.14,0,0,1,0,0,0,0,0
ENSG00000077463.13,1,1,0,0,0,0,0,0
ENSG00000077498.8,0,0,0,1,0,0,0,0
ENSG00000077514.7,0,1,0,0,1,0,0,0
ENSG00000077522.11,0,0,0,1,0,0,0,0
ENSG00000077549.16,1,0,1,0,0,0,0,1
ENSG00000077585.12,0,0,0,0,1,0,0,0
ENSG00000077684.14,0,1,0,0,0,0,0,0
ENSG00000077713.17,0,1,0,0,0,0,0,0
ENSG00000077721.14,1,0,1,0,0,0,0,0
ENSG00000077782.18,0,0,0,0,0,1,0,0
ENSG00000077800.10,0,0,0,1,0,0,0,0
ENSG00000077942.16,0,0,0,0,0,1,0,0
ENSG00000078043.14,0,0,0,0,1,0,0,0
ENSG00000078061.11,1,0,1,0,0,0,0,1
ENSG00000078070.10,1,0,0,0,1,0,0,0
ENSG00000078081.6,0,1,0,0,0,0,0,0
ENSG00000078098.12,0,1,0,0,0,0,1,0
ENSG00000078140.12,1,0,1,0,0,1,1,0
ENSG00000078142.10,1,0,0,0,1,0,0,0
ENSG00000078237.5,0,1,0,0,1,0,0,0
ENSG00000078295.14,0,0,0,1,0,0,0,0
ENSG00000078304.18,1,0,1,0,0,0,1,0
ENSG00000078328.18,0,0,0,1,0,0,0,1
ENSG00000078369.16,1,0,1,0,0,0,1,1
ENSG00000078399.14,0,0,0,1,0,0,0,1
ENSG00000078403.15,1,0,0,0,0,0,0,0
ENSG00000078487.16,0,0,0,0,1,0,0,0
ENSG00000078549.13,0,1,0,1,0,0,0,0
ENSG00000078579.8,0,0,0,1,0,0,0,1
ENSG00000078589.11,0,1,0,0,0,0,0,0
ENSG00000078618.18,0,0,1,0,0,0,0,0
ENSG00000078668.12,1,0,1,0,1,1,0,0
ENSG00000078674.16,1,0,1,0,1,0,0,0
ENSG00000078687.15,0,0,0,0,1,0,0,0
ENSG00000078725.11,0,0,0,1,0,0,0,0
ENSG00000078747.11,1,1,1,0,0,0,0,0
ENSG00000078808.15,1,0,1,0,0,0,0,0
ENSG00000078898.6,0,0,0,1,0,0,0,1
ENSG00000078902.14,1,0,1,0,0,0,0,0
ENSG00000078967.11,1,1,0,0,0,0,0,0
ENSG00000079102.15,0,0,0,0,0,0,1,0
ENSG00000079112.8,0,0,0,1,0,0,0,0
ENSG00000079134.10,0,0,0,0,1,0,0,0
ENSG00000079246.14,1,0,1,0,0,1,1,0
ENSG00000079263.17,0,0,0,0,0,0,1,0
ENSG00000079277.18,1,0,0,0,0,0,1,0
ENSG00000079313.10,1,0,0,0,0,0,0,0
ENSG00000079332.13,1,0,1,0,0,0,0,0
ENSG00000079387.12,0,1,0,0,1,0,0,0
ENSG00000079393.19,0,0,0,1,0,0,0,1
ENSG00000079432.6,1,0,1,0,0,0,0,0
ENSG00000079435.8,0,0,0,0,1,0,0,0
ENSG00000079459.11,1,0,1,0,0,1,1,0
ENSG00000079482.12,0,0,0,0,1,0,0,0
ENSG00000079557.4,0,0,0,1,0,0,0,1
ENSG00000079616.11,0,0,0,0,1,0,0,0
ENSG00000079689.12,0,0,0,1,0,0,0,1
ENSG00000079691.16,0,1,0,0,0,0,0,0
ENSG00000079785.13,1,0,1,0,0,1,1,0
ENSG00000079805.15,1,0,1,0,0,0,0,0
ENSG00000079819.15,0,0,0,0,1,0,0,0
ENSG00000079841.17,0,0,0,1,0,0,0,1
ENSG00000079950.12,0,0,1,0,0,0,1,0
ENSG00000079974.16,0,0,0,0,1,0,0,0
ENSG00000079999.12,0,0,1,0,0,0,0,0
ENSG00000080166.14,0,0,0,1,0,0,0,1
ENSG00000080189.13,1,0,1,0,0,0,0,0
ENSG00000080200.8,0,1,0,0,0,0,0,0
ENSG00000080224.16,0,0,0,1,0,0,0,0
ENSG00000080293.8,0,0,0,1,0,0,0,0
ENSG00000080345.16,0,0,1,0,0,0,0,0
ENSG00000080371.5,1,0,1,0,1,1,0,0
ENSG00000080493.12,0,1,0,0,0,0,0,0
ENSG00000080503.18,1,0,0,0,1,0,0,0
ENSG00000080511.3,0,0,0,1,0,0,0,1
ENSG00000080572.11,0,0,0,1,0,0,0,0
